PREFERENCE,PROPERTY_TYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,AGE,FLOOR_NUM,TOTAL_FLOOR,SUPERBUILTUP_SQFT,PRICE,LOCALITY_WO_CITY,stories
S,Residential Apartment,3.0,3.0,3.0,10361.0,Semi-furnished,Under Construction,25.0,35.0,1689.0,1.75,Sector 104,single
S,Residential Apartment,3.0,2.0,2.0,11111.0,Semi-furnished,Under Construction,8.0,35.0,1359.0,1.51,Sector 104,single
S,Residential Apartment,2.0,2.0,2.0,10193.0,Semi-furnished,1-5,20.0,29.0,1550.0,1.58,Sector 104,single
S,Residential Apartment,4.0,6.0,4.0,8347.0,Semi-furnished,1-5,1.0,18.0,2875.0,2.4,Sector 103,single
S,Independent/Builder Floor,3.0,4.0,2.0,16774.0,Semi-furnished,0-1,1.0,4.0,1550.0,2.6,DLF Phase 2,single
S,Residential Apartment,3.0,3.0,3.0,14501.0,Semi-furnished,Under Construction,9.0,34.0,1855.0,2.69,Sector 106,single
S,Residential Apartment,3.0,3.0,3.0,14123.0,Semi-furnished,Under Construction,6.0,34.0,1855.0,2.62,Sector 106,single
S,Residential Apartment,3.0,3.0,3.0,10005.0,Semi-furnished,Under Construction,31.0,35.0,1689.0,1.69,Sector 104,single
S,Residential Apartment,4.0,4.0,4.0,6029.0,Semi-furnished,1-5,3.0,14.0,2836.0,1.71,Sector 109,single
S,Residential Apartment,3.0,3.0,4.0,8325.0,Semi-furnished,1-5,14.0,18.0,2000.0,1.66,Sector 103,single
S,Residential Apartment,3.0,3.0,3.0,19166.0,Semi-furnished,Under Construction,2.0,4.0,1800.0,3.45,Sector 63A,single
S,Residential Apartment,3.0,3.0,3.0,10090.0,Semi-furnished,1-5,8.0,14.0,1650.0,1.66,Sector 102,single
S,Residential Apartment,3.0,4.0,3.0,11911.0,Semi-furnished,0-1,4.0,24.0,1889.0,2.25,Sector 102,single
S,Residential Apartment,3.0,4.0,4.0,8820.0,Semi-furnished,1-5,26.0,27.0,2290.0,2.02,Sector 104,single
S,Residential Apartment,3.0,3.0,3.0,15144.0,Semi-furnished,1-5,10.0,21.0,2047.0,3.1,Sector 67,single
S,Residential Apartment,4.0,3.0,4.0,7460.31746031746,Semi-furnished,1-5,2.0,2.0,3150.0,2.35,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,6633.0,Unfurnished,Under Construction,14.0,19.0,572.0,0.38,Sector 89,single
S,Residential Apartment,3.0,2.0,2.0,10706.0,Unfurnished,Under Construction,28.0,35.0,1359.0,1.46,Sector 104,single
S,Residential Apartment,3.0,4.0,3.0,9735.0,Semi-furnished,1-5,11.0,14.0,2003.0,1.95,Sector 108,single
S,Residential Apartment,3.0,4.0,4.0,8733.0,Semi-furnished,5-10,22.0,27.0,2290.0,2.0,Sector 104,single
S,Independent/Builder Floor,4.0,4.0,3.0,10555.0,Semi-furnished,0-1,3.0,4.0,2700.0,2.85,Sushant Lok Phase 1,single
S,Independent/Builder Floor,4.0,4.0,3.0,11616.0,Semi-furnished,1-5,1.0,4.0,2970.0,3.45,DLF Phase 2,single
S,Residential Apartment,3.0,4.0,4.0,12365.0,Semi-furnished,5-10,7.0,14.0,1860.0,2.3,Sector 48,single
S,Residential Apartment,2.0,2.0,2.0,10321.0,Semi-furnished,1-5,11.0,15.0,591.0,0.61,Sector 67A,single
S,Residential Apartment,3.0,4.0,1.0,9432.0,Semi-furnished,1-5,1.0,14.0,2025.0,1.91,Sector 102,single
S,Residential Apartment,4.0,4.0,4.0,14090.0,Unfurnished,1-5,1.0,2.0,2200.0,3.1,Sector 65,single
S,Independent/Builder Floor,4.0,4.0,2.0,8698.0,Semi-furnished,0-1,1.0,4.0,3150.0,2.74,Sector 50,single
S,Residential Apartment,4.0,4.0,4.0,6064.0,Semi-furnished,5-10,9.0,14.0,2836.0,1.72,Sector 109,single
S,Residential Apartment,4.0,4.0,2.0,15797.0,Unfurnished,0-1,5.0,5.0,1975.0,3.12,Sector 65,single
S,Residential Apartment,3.0,3.0,4.0,7771.0,Semi-furnished,1-5,21.0,27.0,1750.0,1.55,Sector 109,single
S,Residential Apartment,4.0,6.0,4.0,7304.0,Semi-furnished,1-5,7.0,18.0,2875.0,2.45,Sector 103,single
S,Residential Apartment,3.0,3.0,4.0,8157.0,Semi-furnished,1-5,15.0,18.0,1900.0,1.55,Sector 103,single
S,Residential Apartment,3.0,4.0,4.0,13253.0,Unfurnished,1-5,24.0,30.0,2575.0,3.15,Sector 113 Gurgaon,single
S,Independent/Builder Floor,4.0,4.0,2.0,12923.0,Semi-furnished,1-5,1.0,4.0,1950.0,2.52,Palam Vihar,single
S,Independent House/Villa,2.0,2.0,1.0,15111.111111111111,Unfurnished,10+,2.0,2.0,2250.0,3.4,Sector 14,multi
S,Independent House/Villa,3.0,3.0,3.0,20222.222222222223,Unfurnished,10+,3.0,3.0,2250.0,4.55,Sector 14,multi
S,Independent House/Villa,3.0,3.0,3.0,18467.220683287167,Unfurnished,10+,2.0,2.0,3249.0,6.0,Sector 14,multi
S,Residential Apartment,2.0,2.0,2.0,9777.0,Unfurnished,1-5,1.0,14.0,1125.0,1.1,Sector 33,single
S,Independent House/Villa,3.0,3.0,2.0,20000.0,Unfurnished,5-10,2.0,2.0,2250.0,4.5,Sector 14,multi
S,Residential Apartment,1.0,2.0,2.0,6651.0,Semi-furnished,Under Construction,8.0,24.0,482.0,0.25,Sector 89,single
S,Independent/Builder Floor,3.0,3.0,4.0,10444.0,Semi-furnished,1-5,4.0,4.0,2250.0,2.35,DLF Phase 1,single
S,Residential Apartment,3.0,3.0,2.0,8917.0,Unfurnished,1-5,6.0,14.0,1570.0,1.4,Sector 33,single
S,Residential Apartment,2.0,2.0,2.0,4296.0,Semi-furnished,0-1,6.0,14.0,540.0,0.2319999999999999,Sector-5 Sohna,single
S,Independent/Builder Floor,2.0,2.0,3.0,6740.0,Semi-furnished,Under Construction,1.0,4.0,1261.0,0.85,Sector 37D,single
S,Independent/Builder Floor,4.0,4.0,2.0,11666.0,Semi-furnished,1-5,3.0,4.0,3762.0,2.8,Sector 57,single
S,Independent House/Villa,2.0,2.0,2.0,8246.0,Semi-furnished,Under Construction,4.0,4.0,1190.0,0.8329000000000001,Sector 92,multi
S,Independent/Builder Floor,3.0,3.0,2.0,13666.0,Semi-furnished,1-5,1.0,4.0,1710.0,1.64,Sector 55,single
S,Independent/Builder Floor,4.0,3.0,4.0,13058.0,Semi-furnished,1-5,2.0,4.0,2367.0,2.22,Sector 57,single
S,Independent/Builder Floor,4.0,4.0,4.0,8555.0,Semi-furnished,1-5,1.0,4.0,4500.0,3.85,Sushant Lok Phase 2,single
S,Independent/Builder Floor,3.0,3.0,2.0,12058.0,Semi-furnished,1-5,2.0,4.0,2367.0,2.05,Sector 57,single
S,Independent/Builder Floor,3.0,3.0,2.0,15625.0,Semi-furnished,1-5,1.0,4.0,2160.0,2.5,Sector 56,single
S,Independent/Builder Floor,3.0,3.0,4.0,13666.0,Semi-furnished,1-5,2.0,4.0,1800.0,1.64,Sushant Lok Phase 2,single
S,Independent/Builder Floor,3.0,3.0,2.0,13916.0,Semi-furnished,1-5,3.0,4.0,1800.0,1.67,Sector 57,single
S,Independent/Builder Floor,3.0,3.0,2.0,13360.0,Semi-furnished,1-5,4.0,4.0,1836.0,1.67,Sector 57,single
S,Independent/Builder Floor,3.0,3.0,4.0,13947.0,Semi-furnished,1-5,1.0,4.0,2700.0,2.65,Sector 56,single
S,Independent/Builder Floor,4.0,4.0,2.0,13095.0,Semi-furnished,1-5,1.0,4.0,2700.0,2.75,Sector 57,single
S,Independent/Builder Floor,3.0,3.0,4.0,10950.0,Semi-furnished,1-5,3.0,4.0,2700.0,2.19,Sushant Lok Phase 3,single
S,Independent/Builder Floor,3.0,3.0,2.0,12838.0,Semi-furnished,1-5,3.0,4.0,2140.0,1.99,Sushant Lok Phase 3,single
S,Independent/Builder Floor,3.0,3.0,4.0,13448.0,Semi-furnished,1-5,2.0,4.0,1800.0,1.95,Sushant Lok Phase 2,single
S,Independent/Builder Floor,4.0,4.0,4.0,14250.0,Semi-furnished,1-5,2.0,4.0,2700.0,2.85,Sushant Lok Phase 2,single
S,Independent/Builder Floor,4.0,4.0,4.0,13250.0,Semi-furnished,1-5,2.0,4.0,2700.0,2.65,Sector 57,single
S,Independent/Builder Floor,4.0,4.0,2.0,11250.0,Semi-furnished,1-5,2.0,4.0,2700.0,2.25,Sushant Lok Phase 2,single
S,Independent/Builder Floor,4.0,4.0,4.0,17227.0,Semi-furnished,1-5,2.0,4.0,3150.0,3.79,Sector 63A,single
S,Independent/Builder Floor,3.0,4.0,2.0,17435.0,Semi-furnished,1-5,2.0,4.0,2150.0,3.4,DLF Phase 5,single
S,Independent/Builder Floor,5.0,6.0,2.0,9722.0,Semi-furnished,1-5,1.0,4.0,3600.0,3.5,Sector 48,single
S,Residential Apartment,4.0,4.0,3.0,8461.0,Semi-furnished,0-1,3.0,12.0,2600.0,2.2,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,3.0,8217.0,Semi-furnished,0-1,8.0,13.0,1789.0,1.47,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,3.0,8384.0,Semi-furnished,0-1,8.0,13.0,1789.0,1.5,Sector-33 Sohna,single
S,Independent/Builder Floor,3.0,2.0,4.0,8875.0,Semi-furnished,1-5,2.0,2.0,1200.0,1.07,Sector-33 Sohna,single
S,Independent/Builder Floor,3.0,2.0,4.0,8398.0,Semi-furnished,1-5,1.0,2.0,1274.0,1.07,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,4.0,8611.0,Semi-furnished,1-5,10.0,12.0,1800.0,1.55,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,4.0,6069.0,Semi-furnished,1-5,4.0,15.0,1730.0,1.05,Sohna,single
S,Independent/Builder Floor,3.0,2.0,3.0,9026.0,Semi-furnished,1-5,0.0,3.0,1274.0,1.15,Sector-33 Sohna,single
S,Residential Apartment,4.0,4.0,4.0,17142.0,Semi-furnished,0-1,6.0,12.0,1400.0,2.4,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,4.0,6242.0,Unfurnished,1-5,7.0,17.0,1730.0,1.08,Sohna,single
S,Residential Apartment,4.0,4.0,4.0,10769.0,Semi-furnished,0-1,6.0,13.0,2600.0,2.8,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,4.0,11923.0,Semi-furnished,0-1,7.0,13.0,1300.0,1.55,Sector-33 Sohna,single
S,Residential Apartment,4.0,4.0,4.0,12777.0,Semi-furnished,0-1,5.0,13.0,1800.0,2.3,Sector-33 Sohna,single
S,Residential Apartment,3.0,4.0,4.0,7857.0,Semi-furnished,0-1,0.0,14.0,2255.0,1.1,Sohna,single
S,Independent/Builder Floor,4.0,4.0,4.0,13404.0,Semi-furnished,0-1,2.0,4.0,2350.0,3.15,Sohna,single
S,Residential Apartment,3.0,3.0,3.0,13452.0,Semi-furnished,0-1,8.0,12.0,1115.0,1.5,Sohna,single
S,Independent/Builder Floor,2.0,2.0,2.0,12500.0,Semi-furnished,0-1,1.0,2.0,800.0,1.0,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,3.0,7937.0,Semi-furnished,0-1,8.0,12.0,1789.0,1.42,Sector-33 Sohna,single
S,Independent/Builder Floor,2.0,2.0,3.0,11875.0,Semi-furnished,0-1,1.0,2.0,800.0,0.95,Sector-33 Sohna,single
S,Residential Apartment,3.0,4.0,4.0,15238.0,Semi-furnished,Under Construction,2.0,4.0,2100.0,3.2,Sector-33 Sohna,single
S,Residential Apartment,4.0,5.0,4.0,8846.0,Semi-furnished,1-5,3.0,12.0,2600.0,2.3,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,3.0,8664.0,Semi-furnished,1-5,11.0,13.0,1789.0,1.55,Sector-33 Sohna,single
S,Independent/Builder Floor,4.0,5.0,4.0,18235.0,Semi-furnished,0-1,2.0,4.0,1700.0,3.1,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,4.0,13182.0,Semi-furnished,1-5,12.0,18.0,1062.0,1.4,Sector-2 Sohna,single
S,Residential Apartment,2.0,2.0,2.0,7131.0,Semi-furnished,1-5,8.0,10.0,609.0,0.435,Sector-33 Sohna,single
S,Residential Apartment,3.0,3.0,3.0,10757.0,Semi-furnished,1-5,4.0,40.0,3300.0,3.55,Sector 72,single
S,Residential Apartment,3.0,4.0,4.0,12969.0,Semi-furnished,1-5,17.0,51.0,2452.0,3.18,Sector 67,single
S,Residential Apartment,3.0,3.0,3.0,12818.0,Semi-furnished,1-5,2.0,12.0,2403.0,2.82,Sector 60,single
S,Residential Apartment,3.0,3.0,3.0,12788.0,Semi-furnished,1-5,9.0,12.0,2385.0,3.05,Sector 60,single
S,Residential Apartment,3.0,4.0,4.0,16050.0,Semi-furnished,1-5,15.0,40.0,2185.0,3.21,Sector 72,single
S,Independent/Builder Floor,4.0,4.0,3.0,13815.0,Furnished,0-1,1.0,4.0,4700.0,5.25,DLF Phase 3,single
S,Independent House/Villa,5.0,5.0,2.0,29573.29953527672,Semi-furnished,1-5,2.0,2.0,2367.0,7.0,Sector 40,multi
S,Independent House/Villa,4.0,4.0,2.0,12420.0,Semi-furnished,1-5,4.0,4.0,2214.0,2.75,Sushant Lok Phase 3,multi
S,Residential Apartment,3.0,4.0,1.0,14652.0,Semi-furnished,0-1,3.0,14.0,2025.0,1.84,Sector 102,single
S,Residential Apartment,3.0,3.0,4.0,11084.0,Semi-furnished,0-1,8.0,26.0,1669.0,1.85,Sector 102,single
S,Residential Apartment,2.0,2.0,3.0,11267.0,Semi-furnished,0-1,3.0,26.0,1349.0,1.52,Sector 102,single
S,Residential Apartment,2.0,2.0,2.0,10892.0,Semi-furnished,Under Construction,7.0,26.0,964.0,1.05,Sector 102,single
S,Residential Apartment,2.0,2.0,2.0,10009.0,Semi-furnished,Under Construction,18.0,35.0,1099.0,1.1,Sector 104,single
S,Residential Apartment,3.0,3.0,4.0,8250.0,Unfurnished,1-5,15.0,18.0,2000.0,1.65,Sector 103,single
S,Residential Apartment,3.0,3.0,3.0,10060.0,Semi-furnished,1-5,8.0,14.0,1650.0,1.66,Sector 102,single
S,Residential Apartment,2.0,2.0,2.0,7870.0,Semi-furnished,1-5,3.0,24.0,1385.0,1.09,Sector 106,single
S,Residential Apartment,4.0,5.0,4.0,10006.0,Semi-furnished,1-5,11.0,24.0,3198.0,3.2,Sector 102,single
S,Residential Apartment,4.0,4.0,4.0,9206.0,Semi-furnished,1-5,7.0,27.0,3150.0,2.9,Sector 104,single
S,Residential Apartment,3.0,4.0,4.0,8733.0,Semi-furnished,1-5,26.0,27.0,2290.0,2.0,Sector 104,single
S,Independent/Builder Floor,3.0,3.0,3.0,11843.0,Semi-furnished,0-1,1.0,4.0,1942.0,2.3,Sector 57,single
S,Residential Apartment,3.0,3.0,2.0,19093.0,Semi-furnished,Under Construction,23.0,33.0,2095.0,4.0,Sector 59,single
S,Residential Apartment,3.0,4.0,2.0,20000.0,Semi-furnished,1-5,25.0,42.0,2500.0,5.0,Sector 65,single
S,Independent/Builder Floor,3.0,3.0,3.0,12000.0,Semi-furnished,Under Construction,1.0,4.0,1500.0,1.8,Sector 57,single
S,Independent/Builder Floor,4.0,4.0,4.0,11494.0,Semi-furnished,0-1,4.0,4.0,2523.0,2.9,Sector 57,single
S,Residential Apartment,4.0,5.0,4.0,9880.0,Semi-furnished,0-1,8.0,24.0,3188.0,3.15,Sector 102,single
S,Residential Apartment,4.0,4.0,4.0,9564.0,Semi-furnished,0-1,6.0,24.0,4548.0,4.35,Sector 102,single
S,Residential Apartment,3.0,3.0,4.0,10011.0,Semi-furnished,0-1,9.0,24.0,1698.0,1.7,Sector 102,single
S,Residential Apartment,3.0,4.0,3.0,10587.0,Semi-furnished,0-1,9.0,24.0,1889.0,2.0,Sector 102,single
S,Residential Apartment,4.0,4.0,4.0,8730.0,Unfurnished,0-1,11.0,27.0,3150.0,2.75,Sector 104,single
S,Residential Apartment,3.0,4.0,4.0,7816.0,Unfurnished,0-1,7.0,27.0,2290.0,1.79,Sector 104,single
S,Residential Apartment,3.0,4.0,3.0,6842.0,Semi-furnished,0-1,9.0,24.0,1900.0,1.3,Sector 106,single
S,Residential Apartment,3.0,4.0,4.0,7613.0,Semi-furnished,0-1,7.0,24.0,1760.0,1.34,Sector 106,single
S,Residential Apartment,3.0,3.0,0.0,5879.0,Semi-furnished,0-1,6.0,14.0,1871.0,1.1,Sector 109,single
S,Residential Apartment,3.0,4.0,1.0,6235.0,Semi-furnished,0-1,7.0,14.0,2165.0,1.35,Sector 109,single
S,Residential Apartment,4.0,5.0,4.0,12372.0,Semi-furnished,0-1,11.0,21.0,2950.0,3.65,Sector 111,single
S,Independent House/Villa,6.0,6.0,4.0,25000.0,Semi-furnished,10+,3.0,3.0,900.0,2.25,Sector 40,multi
S,Independent House/Villa,9.0,9.0,4.0,25771.01816645543,Semi-furnished,1-5,3.0,3.0,2367.0,6.1,Sector 45,multi
S,Independent House/Villa,6.0,6.0,4.0,21968.736797634137,Semi-furnished,5-10,2.0,2.0,2367.0,5.2,Sector 40,multi
S,Independent/Builder Floor,3.0,4.0,3.0,11173.1843575419,Semi-furnished,Under Construction,1.0,4.0,1611.0,1.8,Sector 63A,single
S,Independent/Builder Floor,3.0,4.0,2.0,12345.67901234568,Semi-furnished,Under Construction,4.0,4.0,1620.0,2.0,Sector 63A,single
S,Independent/Builder Floor,3.0,4.0,2.0,11365.079365079366,Semi-furnished,0-1,2.0,4.0,1575.0,1.79,Sector 63A,single
S,Independent/Builder Floor,3.0,3.0,2.0,11797.752808988764,Semi-furnished,0-1,1.0,4.0,1602.0,1.89,Sector 63A,single
S,Independent/Builder Floor,3.0,3.0,2.0,9835.390946502055,Unfurnished,1-5,4.0,4.0,2430.0,2.39,Palam Vihar,single
S,Residential Apartment,2.0,2.0,1.0,14583.0,Semi-furnished,1-5,10.0,17.0,1200.0,1.75,Sector 66,single
S,Residential Apartment,3.0,4.0,3.0,13621.0,Unfurnished,1-5,10.0,23.0,1872.0,2.55,Sector 66,single
S,Residential Apartment,2.0,3.0,3.0,12449.0,Unfurnished,1-5,12.0,23.0,1486.0,1.85,Sector 66,single
S,Residential Apartment,2.0,2.0,2.0,13816.0,Unfurnished,5-10,9.0,23.0,1158.0,1.6,Sector 66,single
S,Residential Apartment,4.0,5.0,4.0,22291.0,Semi-furnished,1-5,6.0,29.0,2864.0,5.35,sector 58,single
S,Residential Apartment,3.0,4.0,1.0,23076.0,Semi-furnished,1-5,0.0,29.0,2164.0,3.75,sector 58,single
S,Residential Apartment,4.0,4.0,4.0,14097.0,Semi-furnished,1-5,21.0,41.0,3192.0,4.5,Sector 67,single
S,Residential Apartment,4.0,5.0,4.0,20887.0,Semi-furnished,1-5,20.0,36.0,3088.0,6.45,Sector 54,single
S,Residential Apartment,3.0,4.0,4.0,19238.0,Semi-furnished,1-5,10.0,36.0,2651.0,6.2,Sector 54,single
S,Residential Apartment,3.0,4.0,2.0,19545.0,Semi-furnished,1-5,10.0,36.0,2686.0,6.1,Sector 54,single
S,Residential Apartment,3.0,4.0,4.0,20772.0,Semi-furnished,Under Construction,15.0,36.0,2874.0,5.97,Sector 53,single
S,Residential Apartment,4.0,5.0,4.0,21444.0,Semi-furnished,Under Construction,16.0,42.0,3684.0,7.9,Sector 53,single
S,Residential Apartment,3.0,4.0,4.0,20702.0,Semi-furnished,Under Construction,20.0,36.0,2874.0,5.95,Sector 53,single
S,Independent/Builder Floor,3.0,3.0,2.0,9440.0,Semi-furnished,Under Construction,2.0,4.0,1430.0,1.35,Gwal Pahari,single
S,Independent/Builder Floor,3.0,3.0,2.0,9650.0,Semi-furnished,0-1,4.0,4.0,1430.0,1.38,Gwal Pahari,single
S,Residential Apartment,2.0,3.0,3.0,15833.0,Semi-furnished,1-5,9.0,23.0,1463.0,1.9,Sector 66,single
S,Residential Apartment,4.0,4.0,3.0,14383.2276938079,Semi-furnished,1-5,9.0,23.0,2051.0,2.95,Sector 66,single
S,Residential Apartment,4.0,5.0,3.0,18518.0,Semi-furnished,1-5,16.0,17.0,4050.0,7.5,Sector 66,single
S,Residential Apartment,2.0,2.0,3.0,14000.0,Semi-furnished,0-1,7.0,34.0,1250.0,1.75,Sector 65,single
S,Independent/Builder Floor,4.0,4.0,3.0,12857.0,Semi-furnished,0-1,2.0,4.0,3500.0,4.5,Sector 65,single
S,Residential Apartment,4.0,5.0,4.0,16524.0,Semi-furnished,Under Construction,20.0,33.0,3395.0,5.94,Sector 59,single
S,Residential Apartment,3.0,4.0,2.0,16420.0,Semi-furnished,Under Construction,17.0,33.0,2095.0,3.87,Sector 59,single
S,Residential Apartment,3.0,4.0,2.0,17671.0,Semi-furnished,1-5,15.0,29.0,2156.0,3.81,sector 58,single
S,Residential Apartment,4.0,4.0,2.0,17706.0,Semi-furnished,1-5,6.0,29.0,2163.0,4.0,sector 58,single
S,Residential Apartment,3.0,4.0,2.0,17625.0,Semi-furnished,1-5,10.0,29.0,2156.0,3.8,sector 58,single
S,Residential Apartment,3.0,4.0,1.0,15242.0,Semi-furnished,0-1,20.0,30.0,2985.0,5.22,Sector 59,single
S,Residential Apartment,3.0,4.0,1.0,15075.0,Semi-furnished,0-1,15.0,30.0,2985.0,5.15,Sector 59,single
S,Residential Apartment,3.0,4.0,1.0,15008.0,Semi-furnished,0-1,10.0,30.0,2985.0,5.18,Sector 59,single
S,Residential Apartment,3.0,4.0,2.0,13021.0,Semi-furnished,0-1,10.0,32.0,2588.0,3.37,Sector 62,single
S,Residential Apartment,3.0,3.0,2.0,12982.0,Semi-furnished,0-1,6.0,32.0,2588.0,3.36,Sector 62,single
S,Residential Apartment,3.0,4.0,4.0,19155.0,Semi-furnished,Under Construction,12.0,42.0,2250.0,4.31,Sector 61,single
S,Residential Apartment,4.0,5.0,4.0,19200.0,Semi-furnished,Under Construction,15.0,42.0,2750.0,5.28,Sector 61,single
S,Residential Apartment,3.0,4.0,4.0,19200.0,Semi-furnished,Under Construction,10.0,42.0,2250.0,4.32,Sector 61,single
S,Residential Apartment,4.0,5.0,2.0,17083.0,Semi-furnished,Under Construction,5.0,33.0,3395.0,5.7,Sector 59,single
S,Residential Apartment,3.0,4.0,2.0,16531.0,Semi-furnished,Under Construction,7.0,33.0,2595.0,3.89,Sector 59,single
S,Residential Apartment,3.0,4.0,2.0,16514.0,Semi-furnished,Under Construction,8.0,33.0,2295.0,3.6,Sector 59,single
S,Residential Apartment,3.0,4.0,2.0,15751.0,Semi-furnished,Under Construction,4.0,33.0,2095.0,3.5,Sector 59,single
S,Independent/Builder Floor,3.0,3.0,3.0,18731.0,Semi-furnished,1-5,0.0,2.0,1388.0,2.6,Sector 65,single
S,Residential Apartment,4.0,4.0,4.0,23654.0,Semi-furnished,5-10,8.0,30.0,3065.0,7.25,Sector 54,single
S,Residential Apartment,4.0,4.0,4.0,27380.0,Semi-furnished,10+,4.0,30.0,4200.0,11.4996,Sector 54,single
S,Residential Apartment,3.0,4.0,3.0,12529.0,Semi-furnished,Under Construction,18.0,42.0,2937.0,3.68,Sector 76,single
S,Residential Apartment,4.0,4.0,4.0,21362.0,Semi-furnished,5-10,8.0,19.0,3979.0,8.5,DLF Phase 5,single
S,Residential Apartment,3.0,4.0,2.0,12427.0,Semi-furnished,Under Construction,24.0,42.0,2937.0,3.65,Sector 76,single
S,Residential Apartment,3.0,4.0,2.0,12581.0,Semi-furnished,Under Construction,22.0,42.0,2766.0,3.48,Sector 76,single
S,Independent/Builder Floor,4.0,5.0,4.0,12592.592592592591,Semi-furnished,0-1,4.0,4.0,2700.0,3.4,DLF Phase 2,single
S,Independent/Builder Floor,4.0,5.0,4.0,16250.0,Semi-furnished,1-5,3.0,4.0,4000.0,6.5,DLF Phase 2,single
S,Independent/Builder Floor,4.0,5.0,4.0,12500.0,Semi-furnished,1-5,4.0,4.0,4200.0,5.25,Suncity,single
S,Independent/Builder Floor,4.0,5.0,4.0,12777.0,Semi-furnished,1-5,2.0,4.0,4500.0,5.75,DLF Phase 1,single
S,Independent/Builder Floor,4.0,5.0,4.0,17045.0,Semi-furnished,0-1,3.0,4.0,2200.0,3.75,DLF Phase 2,single
S,Independent/Builder Floor,4.0,4.0,4.0,11111.0,Semi-furnished,0-1,2.0,4.0,2700.0,3.0,DLF Phase 1,single
S,Residential Apartment,3.0,3.0,3.0,7407.0,Semi-furnished,1-5,8.0,15.0,1755.0,1.3,Sector 83,single
S,Residential Apartment,3.0,3.0,3.0,7244.0,Unfurnished,1-5,14.0,25.0,1960.0,1.42,Sector 82,single
S,Residential Apartment,3.0,3.0,3.0,6887.0,Unfurnished,1-5,21.0,25.0,1960.0,1.35,Sector 82,single
S,Residential Apartment,3.0,3.0,3.0,8504.0,Semi-furnished,Under Construction,16.0,22.0,1705.0,1.45,Sector 68,single
S,Residential Apartment,3.0,2.0,3.0,8428.0,Semi-furnished,Under Construction,6.0,22.0,1483.0,1.25,Sector 68,single
S,Residential Apartment,2.0,2.0,3.0,7630.0,Semi-furnished,0-1,10.0,22.0,1245.0,0.95,Sector 68,single
S,Residential Apartment,3.0,3.0,2.0,14625.0,Unfurnished,Under Construction,2.0,4.0,1470.0,2.15,Sector 63A,single
S,Residential Apartment,3.0,3.0,4.0,9060.0,Semi-furnished,1-5,2.0,30.0,1490.0,1.35,Sector 79,single
S,Residential Apartment,3.0,5.0,4.0,21750.0,Semi-furnished,0-1,1.0,18.0,2470.0,4.35,Sector 47,single
S,Residential Apartment,3.0,3.0,3.0,12028.0,Unfurnished,Under Construction,16.0,32.0,1829.0,2.2,Sector 85,single
S,Independent House/Villa,3.0,4.0,2.0,13128.800442233278,Semi-furnished,1-5,4.0,4.0,3618.0,4.75,DLF Phase 2,multi
S,Residential Apartment,3.0,3.0,4.0,14516.0,Semi-furnished,1-5,20.0,51.0,2411.0,3.5,Sector 67,single
S,Residential Apartment,3.0,4.0,3.0,14964.0,Semi-furnished,5-10,5.0,13.0,2906.0,4.35,Chakkarpur,single
S,Residential Apartment,4.0,4.0,4.0,22102.0,Semi-furnished,1-5,6.0,14.0,2350.0,2.88,Sector 67,single
S,Residential Apartment,2.0,2.0,3.0,12916.0,Semi-furnished,0-1,18.0,30.0,1400.0,1.55,Sector 74,single
S,Residential Apartment,3.0,3.0,3.0,6593.0,Semi-furnished,0-1,9.0,21.0,2275.0,1.5,Sector 84,single
S,Residential Apartment,3.0,3.0,3.0,5970.0,Unfurnished,1-5,6.0,12.0,1675.0,1.0,Sector 85,single
S,Residential Apartment,3.0,4.0,3.0,5349.0,Unfurnished,1-5,5.0,12.0,1645.0,0.88,Sector 85,single
S,Residential Apartment,4.0,4.0,4.0,8500.0,Unfurnished,1-5,6.0,14.0,2425.0,2.06,Sector 99,single
S,Residential Apartment,2.0,2.0,2.0,6855.0,Unfurnished,1-5,7.0,18.0,1342.0,0.92,Sector 77,single
S,Residential Apartment,4.0,4.0,3.0,11777.0,Semi-furnished,10+,11.0,18.0,2250.0,2.65,DLF Phase 1,single
S,Residential Apartment,4.0,5.0,4.0,13278.0,Semi-furnished,1-5,10.0,12.0,2410.0,3.2,Sector 66,single
S,Residential Apartment,4.0,4.0,4.0,14998.0,Semi-furnished,1-5,12.0,21.0,3267.0,4.9,Sector 67,single
S,Residential Apartment,4.0,4.0,4.0,15625.0,Semi-furnished,1-5,8.0,51.0,3200.0,5.0,Sector 67,single
S,Residential Apartment,3.0,3.0,3.0,10340.0,Semi-furnished,0-1,8.0,11.0,1789.0,1.85,Sector-33 Sohna,single
