,LATITUDE,LONGITUDE
9116, '28.484795', '76.999036'
9117, '28.519268', '77.027259'
9118, '28.519268', '77.027259'
9119, '28.519268', '77.027259'
9120, '28.518677', '77.015115'
9121, '28.518677', '77.015115'
9122, '28.518677', '77.015115'
9123, '28.518677', '77.015115'
9124, '28.518677', '77.015115'
9125, '28.518677', '77.015115'
9126, '28.518677', '77.015115'
9127, '28.484795', '76.999036'
9128, '28.484795', '76.999036'
9129, '28.479276836122', '76.976094508889'
9130, '28.479276836122', '76.976094508889'
9131, '28.479276836122', '76.976094508889'
9132, '28.460089', '77.066245'
9133, '28.460089', '77.066245'
9134, '28.4889627', '77.0866646'
9135, '28.491453', '77.090317'
9136, '28.484342', '77.088299'
9137, '28.483448', '77.08078'
9138, '28.483313', '77.08529'
9139, '28.4889627', '77.0866646'
9140, '28.4572434', '77.0782527'
9141, '28.4754909', '77.1032095'
9142, '28.5192887', '77.0277256'
9143, '28.482289', '76.991786'
9144, '28.4803903', '77.0812226'
9145, '28.4803903', '77.0812226'
9146, '28.4803903', '77.0812226'
9147, '28.414817', '77.065124'
9148, '28.412919', '77.069362'
9149, '28.4891378', '76.9844677'
9150, '28.4891378', '76.9844677'
9151, '28.4891378', '76.9844677'
9152, '28.515309', '77.003236'
9153, '28.4803903', '77.0812226'
9154, '28.4803903', '77.0812226'
9155, '28.4803903', '77.0812226'
9156, '28.4803903', '77.0812226'
9157, '28.4803903', '77.0812226'
9158, '28.4803903', '77.0812226'
9159, '28.4803903', '77.0812226'
9160, '28.414817', '77.065124'
9161, '28.4803903', '77.0812226'
9162, '28.4803903', '77.0812226'
9163, '28.4803903', '77.0812226'
9164, '28.266652', '77.064904'
9165, '28.288317', '77.066043'
9166, '28.266652', '77.064904'
9167, '28.283876', '77.068298'
9168, '28.4595', '77.02664'
9169, '28.287996', '77.064602'
9170, '28.283876', '77.068298'
9171, '28.283876', '77.068298'
9172, '28.288317', '77.066043'
9173, '28.283876', '77.068298'
9174, '28.288317', '77.066043'
9175, '28.270421', '77.065298'
9176, '28.283876', '77.068298'
9177, '28.2808969', '76.9973546'
9178, '28.283876', '77.068298'
9179, '28.283876', '77.068298'
9180, '28.284933', '77.075073'
9181, '28.283876', '77.068298'
9182, '28.288317', '77.066043'
9183, '28.288317', '77.066043'
9184, '28.288317', '77.066043'
9185, '28.288317', '77.066043'
9186, '28.288317', '77.066043'
9187, '28.283876', '77.068298'
9188, '28.288317', '77.066043'
9189, '28.288317', '77.066043'
9190, '28.390392', '76.969342'
9191, '28.4164', '77.01262'
9192, '28.4008819', '77.0683607'
9193, '28.415273829812', '76.93261533554'
9194, '28.4050911', '77.1096829'
9195, '28.4165659', '76.9311761'
9196, '28.499693', '76.999962'
9197, '28.4165659', '76.9311761'
9198, '28.501365', '77.010746'
9199, '28.501365', '77.010746'
9200, '28.501365', '77.010746'
9201, '28.479934', '76.969137'
9202, '28.406061', '76.91730890552'
9203, '28.406061', '76.91730890552'
9204, '28.406061', '76.91730890552'
9205, '28.393465', '76.988789'
9206, '28.487766110186', '77.087290980426'
9207, '28.3889069', '76.9513279'
9208, '28.49459', '77.1032'
9209, '28.49459', '77.1032'
9210, '28.406061', '76.91730890552'
9211, '28.406061', '76.91730890552'
9212, '28.406061', '76.91730890552'
9213, '28.406061', '76.91730890552'
9214, '28.406061', '76.91730890552'
9215, '28.406061', '76.91730890552'
9216, '28.472552', '76.9655'
9217, '28.472552', '76.9655'
9218, '28.491312', '76.987574'
9219, '28.491312', '76.987574'
9220, '28.495485', '76.988401'
9221, '28.495485', '76.988401'
9222, '28.495485', '76.988401'
9223, '28.508602', '77.002116'
9224, '28.508602', '77.002116'
9225, '28.482289', '76.991786'
9226, '28.482289', '76.991786'
9227, '28.499023', '76.983105'
9228, '28.499023', '76.983105'
9229, '28.479934', '76.969137'
9230, '28.479934', '76.969137'
9231, '28.479934', '76.969137'
9232, '28.454279', '77.085314'
9233, '28.44673', '77.09355'
9234, '28.482527', '77.0827'
9235, '28.465786', '77.083806'
9236, '28.495485', '76.988401'
9237, '28.4091958', '77.0478112'
9238, '28.4754909', '77.1032095'
9239, '28.4754909', '77.1032095'
9240, '28.4754909', '77.1032095'
9241, '28.4067756', '77.0823482'
9242, '28.4067756', '77.0823482'
9243, '28.424778565185', '76.949529893933'
9244, '28.424778565185', '76.949529893933'
9245, '28.42775', '77.05034'
9246, '28.532594', '77.020297'
9247, '28.532594', '77.020297'
9248, '28.532594', '77.020297'
9249, '28.532594', '77.020297'
9250, '28.513368', '76.996723'
9251, '28.513368', '76.996723'
9252, '28.524123', '77.0348573'
9253, '28.524123', '77.0348573'
9254, '28.524123', '77.0348573'
9255, '28.524123', '77.0348573'
9256, '28.524123', '77.0348573'
9257, '28.524123', '77.0348573'
9258, '28.524123', '77.0348573'
9259, '28.524123', '77.0348573'
9260, '28.524123', '77.0348573'
9261, '28.524123', '77.0348573'
9262, '28.524123', '77.0348573'
9263, '28.524123', '77.0348573'
9264, '28.524123', '77.0348573'
9265, '28.518677', '77.015115'
9266, '28.518677', '77.015115'
9267, '28.518677', '77.015115'
9268, '28.518677', '77.015115'
9269, '28.518677', '77.015115'
9270, '28.5128264', '76.9846999'
9271, '28.481127', '76.973756'
9272, '28.481127', '76.973756'
9273, '28.532594', '77.020297'
9274, '28.532594', '77.020297'
9275, '28.532594', '77.020297'
9276, '28.532594', '77.020297'
9277, '28.532594', '77.020297'
9278, '28.532594', '77.020297'
9279, '28.534489', '77.02097'
9280, '28.413958', '76.9357'
9281, '28.413958', '76.9357'
9282, '28.532594', '77.020297'
9283, '28.532594', '77.020297'
9284, '28.474861', '76.976292'
9285, '28.534805', '77.01988'
9286, '28.40029', '76.93607'
9287, '28.47469', '76.97641'
9288, '28.532594', '77.020297'
9289, '28.518677', '77.015115'
9290, '28.532594', '77.020297'
9291, '28.532594', '77.020297'
9292, '28.532594', '77.020297'
9293, '28.518677', '77.015115'
9294, '28.518677', '77.015115'
9295, '28.518677', '77.015115'
9296, '28.522621253811', '77.025486549749'
9297, '28.522621253811', '77.025486549749'
9298, '28.522621253811', '77.025486549749'
9299, '28.508602', '77.002116'
9300, '28.519268', '77.027259'
9301, '28.530129', '77.026134'
9302, '28.530129', '77.026134'
9303, '28.530129', '77.026134'
9304, '28.530129', '77.026134'
9305, '28.530129', '77.026134'
9306, '28.530129', '77.026134'
9307, '28.530129', '77.026134'
9308, '28.5193972', '77.0171812'
9309, '28.5197512', '77.0168549'
9310, '28.511201', '77.003169'
9311, '28.519268', '77.027259'
9312, '28.519268', '77.027259'
9313, '28.522621253811', '77.025486549749'
9314, '28.522621253811', '77.025486549749'
9315, '28.522621253811', '77.025486549749'
9316, '28.522621253811', '77.025486549749'
9317, '28.522621253811', '77.025486549749'
9318, '28.522621253811', '77.025486549749'
9319, '28.522621253811', '77.025486549749'
9320, '28.522621253811', '77.025486549749'
9321, '28.522621253811', '77.025486549749'
9322, '28.444951', '77.111544'
9323, '28.444951', '77.111544'
9324, '28.444951', '77.111544'
9325, '28.444951', '77.111544'
9326, '28.522621253811', '77.025486549749'
9327, '28.522621253811', '77.025486549749'
9328, '28.522621253811', '77.025486549749'
9329, '28.522621253811', '77.025486549749'
9330, '28.516331087497', '76.995685046165'
9331, '28.479276836122', '76.976094508889'
9332, '28.516331087497', '76.995685046165'
9333, '28.516331087497', '76.995685046165'
9334, '28.516331087497', '76.995685046165'
9335, '28.516331087497', '76.995685046165'
9336, '28.4081658', '76.9628658'
9337, '28.519268', '77.027259'
9338, '28.364233', '76.981995'
9339, '28.428798', '77.029648'
9340, '28.505619', '77.049258'
9341, '28.505619', '77.049258'
9342, '28.507957', '77.067222'
9343, '28.283876', '77.068298'
9344, '28.422235', '77.033496'
9345, '28.407289', '77.069686'
9346, '28.396792', '77.08393'
9347, '28.422235', '77.033496'
9348, '28.484795', '76.999036'
9349, '28.5068253', '77.0636419'
9350, '28.404439', '76.950907'
9351, '28.416575', '77.025941'
9352, '28.40622', '77.042469'
9353, '28.505619', '77.049258'
9356, '28.404822', '76.929875'
9357, '28.416575', '77.025941'
9358, '28.393622', '77.035359'
9359, '28.4085579', '76.951783'
9360, '28.401406', '77.050549'
9361, '28.408196', '76.930093'
9362, '28.386101', '77.070028'
9363, '28.406885', '76.930127'
9364, '28.40356', '77.085012'
9365, '28.390872', '76.95272'
9366, '28.406061', '76.91730890552'
9367, '28.406061', '76.91730890552'
9368, '28.396138', '76.968828'
9369, '28.395494', '76.9756004'
9370, '28.409208', '76.925732'
9371, '28.424305', '77.061575'
9372, '28.455618', '77.083076'
9373, '28.4234414', '77.0765927'
9374, '28.455618', '77.083076'
9375, '28.384036', '77.021938'
9376, '28.454279', '77.085314'
9377, '28.4234414', '77.0765927'
9378, '28.454279', '77.085314'
9379, '28.412695', '76.9174417'
9380, '28.412695', '76.9174417'
9381, '28.454279', '77.085314'
9382, '28.406061', '76.91730890552'
9383, '28.46252', '76.951718'
9384, '28.401137', '77.064929'
9385, '28.406885', '76.930127'
9386, '28.409208', '76.925732'
9387, '28.41201', '77.09085'
9388, '28.404822', '76.929875'
9389, '28.406885', '76.930127'
9390, '28.410307', '76.962527'
9391, '28.4132073', '76.9297554'
9392, '28.409748', '76.953903'
9393, '28.454279', '77.085314'
9394, '28.454279', '77.085314'
9395, '28.454279', '77.085314'
9396, '28.466154', '77.077396'
9397, '28.454279', '77.085314'
9398, '28.4754909', '77.1032095'
9399, '28.4754909', '77.1032095'
9400, '28.479767', '77.096122'
9401, '28.4754909', '77.1032095'
9402, '28.465403', '77.084345'
9403, '28.4572434', '77.0782527'
9404, '28.4572434', '77.0782527'
9405, '28.4754909', '77.1032095'
9406, '28.4889627', '77.0866646'
9407, '28.4572434', '77.0782527'
9408, '28.4572434', '77.0782527'
9409, '28.4572434', '77.0782527'
9410, '28.4572434', '77.0782527'
9411, '28.4754909', '77.1032095'
9412, '28.4572434', '77.0782527'
9413, '28.45382', '77.09956'
9414, '28.489563', '77.087681'
9415, '28.454279', '77.085314'
9416, '28.404822', '76.929875'
9417, '28.356562', '76.973291'
9418, '28.356562', '76.973291'
9419, '28.356562', '76.973291'
9420, '28.4256506', '77.099613'
9421, '28.43035', '77.101332'
9422, '28.406885', '76.930127'
9423, '28.4439933', '77.06652'
9424, '28.390392', '76.969342'
9425, '28.281936', '77.057485'
9426, '28.4354721', '77.0823482'
9427, '28.427057', '77.112724'
9428, '28.427057', '77.112724'
9429, '28.4345552', '77.0578855'
9430, '28.4439933', '77.06652'
9431, '28.4234414', '77.0765927'
9432, '28.454279', '77.085314'
9433, '28.449416', '77.041152'
9434, '28.441588', '77.079763'
9435, '28.4251808', '77.1096829'
9436, '28.4354721', '77.0823482'
9437, '28.428074', '77.0650809'
9438, '28.406885', '76.930127'
9439, '28.406061', '76.91730890552'
9440, '28.412695', '76.9174417'
9441, '28.412695', '76.9174417'
9442, '28.40183', '76.91474'
9443, '28.406061', '76.91730890552'
9444, '28.406061', '76.91730890552'
9446, '28.4065341', '76.9627918'
9447, '28.427713', '76.922308'
9448, '28.454279', '77.085314'
9449, '28.388365', '76.979201'
9450, '28.399772', '76.968991'
9451, '28.409748', '76.953903'
9452, '28.396846', '76.948609'
9453, '28.409748', '76.953903'
9454, '28.3855771', '76.9759917'
9455, '28.395494', '76.9756004'
9456, '28.424778565185', '76.949529893933'
9457, '28.4085579', '76.951783'
9458, '28.388365', '76.979201'
9459, '28.39332', '76.945729'
9460, '28.3993997', '76.9703234'
9461, '28.4165625', '77.0349506'
9462, '28.454279', '77.085314'
9463, '28.454279', '77.085314'
9464, '28.4234414', '77.0765927'
9465, '28.4234414', '77.0765927'
9466, '28.454279', '77.085314'
9467, '28.45386', '77.083084'
9468, '28.454279', '77.085314'
9469, '28.40135', '76.93488'
9470, '28.39379', '76.96299'
9471, '28.39379', '76.96299'
9472, '28.39379', '76.96299'
9473, '28.43642', '77.1099'
9474, '28.43642', '77.1099'
9475, '28.43642', '77.1099'
9476, '28.4754909', '77.1032095'
9477, '28.465767', '77.091674'
9478, '28.4548972', '77.1053673'
9479, '28.465786', '77.083806'
9480, '28.465786', '77.083806'
9481, '28.454279', '77.085314'
9482, '28.466154', '77.077396'
9483, '28.42775', '77.05034'
9484, '28.448931', '77.07874'
9485, '28.3889069', '76.9513279'
9486, '28.39379', '76.96299'
9487, '28.4085579', '76.951783'
9488, '28.4085579', '76.951783'
9489, '28.4085579', '76.951783'
9490, '28.40356', '77.085012'
9491, '28.407289', '77.069686'
9492, '28.407289', '77.069686'
9493, '28.4011028', '76.9196505'
9494, '28.40183', '76.91474'
9495, '28.4354721', '77.0823482'
9496, '28.406885', '76.930127'
9497, '28.442663', '77.05756'
9498, '28.420457', '77.038483'
9499, '28.420457', '77.038483'
9500, '28.420457', '77.038483'
9501, '28.414055', '76.914303'
9502, '28.4301633', '77.103658'
9503, '28.4014659', '77.0531172'
9504, '28.4085579', '76.951783'
9505, '28.407289', '77.069686'
9506, '28.407289', '77.069686'
9507, '28.422794', '77.075135'
9508, '28.40183', '76.91474'
9509, '28.408196', '76.930093'
9510, '28.279509', '77.06703'
9511, '28.279509', '77.06703'
9512, '28.279509', '77.06703'
9513, '28.420457', '77.038483'
9514, '28.420457', '77.038483'
9515, '28.395494', '76.9756004'
9516, '28.377498', '77.042358'
9517, '28.4124338', '76.9120453'
9518, '28.403814', '77.066332'
9519, '28.425675', '77.043508'
9520, '28.414055', '76.914303'
9521, '28.395494', '76.9756004'
9522, '28.414055', '76.914303'
9523, '28.406061', '76.91730890552'
9524, '28.40183', '76.91474'
9525, '28.40183', '76.91474'
9526, '28.449416', '77.041152'
9527, '28.3974024', '76.9362823'
9528, '28.40356', '77.085012'
9529, '28.4561606644782', '77.0832441501469'
9530, '28.40183', '76.91474'
9531, '28.454279', '77.085314'
9532, '28.454279', '77.085314'
9533, '28.4561606644782', '77.0832441501469'
9534, '28.45616066447820000000', '77.08324415014690000000'
9535, '28.454279', '77.085314'
9536, '28.454279', '77.085314'
9537, '28.454279', '77.085314'
9538, '28.454279', '77.085314'
9539, '28.454279', '77.085314'
9540, '28.454279', '77.085314'
9541, '28.4572434', '77.0782527'
9542, '28.454279', '77.085314'
9543, '28.4572434', '77.0782527'
9544, '28.454279', '77.085314'
9545, '28.4572434', '77.0782527'
9546, '28.4572434', '77.0782527'
9547, '28.406885', '76.930127'
9548, '28.406885', '76.930127'
9549, '28.406885', '76.930127'
9550, '28.40356', '77.085012'
9551, '28.41376', '76.936137'
9552, '28.4160737', '76.9204054'
9553, '28.407854', '76.9153281'
9554, '28.249352', '77.067276'
9555, '28.44673', '77.09355'
9556, '28.44673', '77.09355'
9557, '28.44673', '77.09355'
9558, '28.4317031', '77.0361832'
9559, '28.255046', '77.085413'
9560, '28.412695', '76.9174417'
9561, '28.412695', '76.9174417'
9562, '28.412695', '76.9174417'
9563, '28.412695', '76.9174417'
9564, '28.412695', '76.9174417'
9565, '28.4081658', '76.9628658'
9566, '28.3912319', '76.9518673'
9567, '28.412695', '76.9174417'
9568, '28.283817', '77.077636'
9569, '28.4572434', '77.0782527'
9571, '28.4439713', '77.1111214'
9572, '28.399559', '77.061027'
9573, '28.412695', '76.9174417'
9574, '28.412695', '76.9174417'
9575, '28.409208', '76.925732'
9576, '28.39379', '76.96299'
9577, '28.39583', '76.96267'
9578, '28.39583', '76.96267'
9579, '28.39583', '76.96267'
9580, '28.45724340000000000000', '77.07825270000000000000'
9581, '28.4572434', '77.0782527'
9582, '28.439540901931', '76.969755011392'
9583, '28.412695', '76.9174417'
9584, '28.412695', '76.9174417'
9585, '28.4572434', '77.0782527'
9586, '28.412695', '76.9174417'
9587, '28.412695', '76.9174417'
9588, '28.412695', '76.9174417'
9589, '28.412695', '76.9174417'
9590, '28.412695', '76.9174417'
9591, '28.412695', '76.9174417'
9592, '28.412695', '76.9174417'
9593, '28.39583', '76.96267'
9594, '28.39583', '76.96267'
9595, '28.39583', '76.96267'
9596, '28.465786', '77.083806'
9597, '28.44223', '77.07803'
9598, '28.4585693', '77.0827623'
9599, '28.4572434', '77.0782527'
9600, '28.4572434', '77.0782527'
9601, '28.4572434', '77.0782527'
9602, '28.4572434', '77.0782527'
9603, '28.4572434', '77.0782527'
9604, '28.460089', '77.066245'
9605, '28.4889627', '77.0866646'
9606, '28.286932', '77.069609'
9607, '28.286932', '77.069609'
9608, '28.271924', '77.066723'
9609, '28.271924', '77.066723'
9610, '28.271924', '77.066723'
9611, '28.271924', '77.066723'
9612, '28.39583', '76.96267'
9613, '28.39324', '76.962555'
9614, '28.39379', '76.96299'
9615, '28.393438', '76.96163'
9616, '28.3988893', '76.9603332'
9617, '28.3988893', '76.9603332'
9618, '28.3988893', '76.9603332'
9619, '28.50259', '77.100084'
9620, '28.409433', '77.105276'
9621, '28.393465', '76.988789'
9622, '28.424347', '77.059822'
9623, '28.424778565185', '76.949529893933'
9624, '28.3889069', '76.9513279'
9625, '28.4909088', '77.0175832'
9626, '28.409433', '77.105276'
9627, '28.404158', '77.099979'
9628, '28.4320243', '76.9859591'
9629, '28.424778565185', '76.949529893933'
9630, '28.4090849', '77.1014979'
9631, '28.409433', '77.105276'
9632, '28.4050212', '77.0469468'
9633, '28.409433', '77.105276'
9634, '28.411794', '77.06903'
9635, '28.409433', '77.105276'
9636, '28.404158', '77.099979'
9637, '28.404158', '77.099979'
9638, '28.41201', '77.09085'
9639, '28.41201', '77.09085'
9640, '28.39988', '77.09654'
9641, '28.39988', '77.09654'
9642, '28.476487', '77.073759'
9643, '28.484342', '77.088299'
9644, '28.484342', '77.088299'
9645, '28.472761', '77.085959'
9646, '28.504246', '77.068649'
9647, '28.5129305', '77.037736'
9648, '28.451507', '77.09427'
9649, '28.4050212', '77.0469468'
9650, '28.4050212', '77.0469468'
9651, '28.38922', '77.0551'
9652, '28.39181', '76.949669'
9653, '28.5129305', '77.037736'
9654, '28.5129305', '77.037736'
9656, '28.412919', '77.069362'
9657, '28.412919', '77.069362'
9658, '28.409065', '77.059642'
9659, '28.42049', '77.06328'
9660, '28.41828', '76.92644'
9661, '28.401575', '77.10647'
9662, '28.401575', '77.10647'
9663, '28.409065', '77.059642'
9664, '28.4247815', '77.0325712'
9665, '28.401575', '77.10647'
9666, '28.40614', '77.06529'
9667, '28.392946', '77.022442'
9668, '28.392946', '77.022442'
9669, '28.399273', '77.070425'
9670, '28.50279', '76.964006'
9671, '28.50279', '76.964006'
9672, '28.50279', '76.964006'
9673, '28.50279', '76.964006'
9674, '28.4090849', '77.1014979'
9675, '28.35927', '76.971745'
9676, '28.407289', '77.069686'
9677, '28.409433', '77.105276'
9678, '28.41201', '77.09085'
9679, '28.39988', '77.09654'
9680, '28.409065', '77.059642'
9681, '28.409065', '77.059642'
9682, '28.401575', '77.10647'
9683, '28.399273', '77.070425'
9684, '28.399273', '77.070425'
9685, '28.399273', '77.070425'
9686, '28.399273', '77.070425'
9687, '28.50279', '76.964006'
9688, '28.50279', '76.964006'
9689, '28.50279', '76.964006'
9690, '28.401575', '77.10647'
9691, '28.422656', '77.045656'
9692, '28.4339616', '77.1370117'
9693, '28.391640123846', '77.065127854166'
9694, '28.402309427353', '77.036047802092'
9695, '28.4033251', '77.0505309'
9696, '28.4339616', '77.1370117'
9697, '28.422656', '77.045656'
