,LATITUDE,LONGITUDE
8273, '28.4069773', '77.024781'
8274, '28.4412952', '77.0981743'
8275, '28.42049', '77.06328'
8276, '28.4583384', '77.06652'
8277, '28.40951', '77.033576'
8278, '28.408214', '77.060398'
8279, '28.428798', '77.029648'
8280, '28.42049', '77.06328'
8281, '28.458598', '77.108078'
8282, '28.38922', '77.0551'
8283, '28.416629', '77.038982'
8284, '28.416629', '77.038982'
8285, '28.416629', '77.038982'
8286, '28.422235', '77.033496'
8287, '28.422235', '77.033496'
8288, '28.42775', '77.05034'
8289, '28.4548972', '77.1053673'
8290, '28.40622', '77.042469'
8291, '28.40622', '77.042469'
8292, '28.40622', '77.042469'
8293, '28.40622', '77.042469'
8294, '28.40622', '77.042469'
8295, '28.40922', '77.049483'
8296, '28.40922', '77.049483'
8297, '28.403301', '77.045624'
8298, '28.403301', '77.045624'
8299, '28.408549', '77.042348'
8300, '28.408549', '77.042348'
8301, '28.408549', '77.042348'
8302, '28.37462', '77.04381'
8303, '28.377498', '77.042358'
8304, '28.377498', '77.042358'
8305, '28.385415', '77.04925'
8306, '28.385415', '77.04925'
8307, '28.409024', '77.039055'
8308, '28.41161', '77.03995'
8309, '28.468927', '76.997421'
8310, '28.4345552', '77.0578855'
8311, '28.4345552', '77.0578855'
8312, '28.416992', '77.06544'
8313, '28.463784', '77.062503'
8314, '28.436381', '77.058806'
8315, '28.4345552', '77.0578855'
8316, '28.442663', '77.05756'
8317, '28.288781720029', '77.067725439623'
8318, '28.412465', '77.045831'
8319, '28.454279', '77.085314'
8320, '28.290528', '76.965795'
8321, '28.290528', '76.965795'
8322, '28.4532404', '77.0881034'
8323, '28.4069773', '77.024781'
8324, '28.4153994', '77.037736'
8325, '28.39988', '77.09654'
8326, '28.4839741', '77.0778747'
8327, '28.48041', '77.079157'
8328, '28.476487', '77.073759'
8329, '28.47272', '77.07494'
8330, '28.476487', '77.073759'
8331, '28.466586', '77.087008'
8332, '28.472761', '77.085959'
8333, '28.48041', '77.079157'
8334, '28.476487', '77.073759'
8335, '28.476487', '77.073759'
8336, '28.3954992', '77.024781'
8337, '28.47272', '77.07494'
8338, '28.47272', '77.07494'
8339, '28.471293', '77.07881'
8340, '28.38001', '77.06087'
8341, '28.38001', '77.06087'
8342, '28.393486', '77.018605'
8343, '28.4595', '77.02664'
8344, '28.4256506', '77.099613'
8345, '28.385426', '77.064316'
8346, '28.446127', '77.06218'
8347, '28.467535', '77.07867'
8348, '28.422656', '77.045656'
8349, '28.394861', '77.270004'
8350, '28.419044', '77.05793'
8351, '28.42193', '77.090096'
8352, '28.4266134', '77.0545575'
8353, '28.445467', '77.04274'
8354, '28.465786', '77.083806'
8355, '28.400332', '77.097455'
8356, '28.4439713', '77.1111214'
8357, '28.386048', '77.0607637'
8358, '28.44673', '77.09355'
8359, '28.4439713', '77.1111214'
8360, '28.415274', '77.1111214'
8361, '28.4439713', '77.1111214'
8362, '28.4889627', '77.0866646'
8363, '28.453807', '77.0492504'
8364, '28.4889627', '77.0866646'
8365, '28.4889627', '77.0866646'
8366, '28.4934896', '77.1039288'
8367, '28.4234414', '77.0765927'
8368, '28.42348', '77.08451'
8369, '28.424228', '77.069818'
8370, '28.4234414', '77.0765927'
8371, '28.418144', '77.075667'
8372, '28.4234414', '77.0765927'
8373, '28.401575', '77.10647'
8374, '28.454868', '77.076629'
8375, '28.401778', '76.916426'
8376, '28.40135', '76.93488'
8377, '28.40135', '76.93488'
8378, '28.408196', '76.930093'
8379, '28.412695', '76.9174417'
8380, '28.4595', '77.02664'
8381, '28.522621253811', '77.025486549749'
8382, '28.4878048', '76.9940123'
8383, '28.45135', '76.9888'
8384, '28.266652', '77.064904'
8385, '28.4754909', '77.1032095'
8386, '28.36235', '76.97871'
8387, '28.5234609', '77.0269545'
8388, '28.355192184448', '76.974098205566'
8389, '28.5033', '76.99743'
8390, '28.5234609', '77.0269545'
8391, '28.2561659', '77.0697238'
8392, '28.4320243', '76.9859591'
8393, '28.479276836122', '76.976094508889'
8394, '28.4754909', '77.1032095'
8395, '28.388058', '76.94343'
8396, '28.524123', '77.0348573'
8397, '28.41036', '76.92754'
8398, '28.436071', '77.104623'
8399, '28.261212', '77.083471'
8400, '28.266652', '77.064904'
8401, '28.50279', '76.964006'
8402, '28.50279', '76.964006'
8403, '28.50279', '76.964006'
8404, '28.50279', '76.964006'
8405, '28.50279', '76.964006'
8406, '28.50279', '76.964006'
8407, '28.50279', '76.964006'
8408, '28.50279', '76.964006'
8409, '28.50279', '76.964006'
8410, '28.271924', '77.066723'
8411, '28.412644', '77.088217'
8412, '28.452895', '77.095738'
8413, '28.279509', '77.06703'
8414, '28.281936', '77.057485'
8415, '28.285808', '77.066673'
8416, '28.285808', '77.066673'
8417, '28.378112', '77.056045'
8418, '28.472552', '76.9655'
8419, '28.285808', '77.066673'
8420, '28.420457', '77.038483'
8421, '28.396246', '76.956102'
8422, '28.383436', '77.01684'
8423, '28.429564', '77.142776'
8424, '28.464311', '77.062587'
8425, '28.464311', '77.062587'
8426, '28.266652', '77.064904'
8427, '28.286932', '77.069609'
8428, '28.288317', '77.066043'
8429, '28.288317', '77.066043'
8430, '28.288317', '77.066043'
8431, '28.288317', '77.066043'
8432, '28.288317', '77.066043'
8433, '28.420457', '77.038483'
8434, '28.420457', '77.038483'
8435, '28.286932', '77.069609'
8436, '28.266652', '77.064904'
8437, '28.276076', '77.056507'
8438, '28.276076', '77.056507'
8439, '28.4339616', '77.1370117'
8440, '28.4339616', '77.1370117'
8441, '28.445812', '77.096879'
8442, '28.286932', '77.069609'
8443, '28.4934896', '77.1039288'
8444, '28.286932', '77.069609'
8445, '28.447649', '76.984501'
8446, '28.447649', '76.984501'
8447, '28.40874', '77.05731'
8448, '28.437178', '77.133522'
8449, '28.437178', '77.133522'
8450, '28.266652', '77.064904'
8451, '28.266652', '77.064904'
8452, '28.281936', '77.057485'
8453, '28.281936', '77.057485'
8454, '28.281936', '77.057485'
8455, '28.288317', '77.066043'
8456, '28.271733', '77.066216'
8457, '28.4134', '77.040614'
8458, '28.285808', '77.066673'
8459, '28.285808', '77.066673'
8460, '28.285808', '77.066673'
8461, '28.285808', '77.066673'
8462, '28.271733', '77.066216'
8463, '28.460089', '77.066245'
8464, '28.42049', '77.06328'
8465, '28.425472', '77.095673'
8466, '28.460089', '77.066245'
8467, '28.4439713', '77.1111214'
8468, '28.286932', '77.069609'
8469, '28.266652', '77.064904'
8470, '28.4345552', '77.0578855'
8471, '28.4345552', '77.0578855'
8472, '28.271733', '77.066216'
8473, '28.4345552', '77.0578855'
8474, '28.288317', '77.066043'
8475, '28.288317', '77.066043'
8476, '28.288317', '77.066043'
8477, '28.266652', '77.064904'
8478, '28.285808', '77.066673'
8479, '28.283817', '77.077636'
8480, '28.464311', '77.062587'
8481, '28.288317', '77.066043'
8482, '28.454279', '77.085314'
8483, '28.3971448', '77.0866646'
8484, '28.4345552', '77.0578855'
8485, '28.4143242', '76.9081238'
8486, '28.4256506', '77.099613'
8487, '28.466154', '77.077396'
8488, '28.50279', '76.964006'
8489, '28.50279', '76.964006'
8490, '28.47878', '76.99599'
8491, '28.428074', '77.0650809'
8492, '28.47878', '76.99599'
8493, '28.4439713', '77.1111214'
8494, '28.4439713', '77.1111214'
8495, '28.4256506', '77.099613'
8496, '28.50279', '76.964006'
8497, '28.50279', '76.964006'
8498, '28.386708', '77.062881'
8499, '28.407854', '76.9153281'
8500, '28.407854', '76.9153281'
8501, '28.4143242', '76.9081238'
8502, '28.460089', '77.066245'
8503, '28.390323', '76.962064'
8504, '28.390323', '76.962064'
8505, '28.390323', '76.962064'
8506, '28.390323', '76.962064'
8507, '28.392063', '76.957229'
8508, '28.4345552', '77.0578855'
8509, '28.472552', '76.9655'
8510, '28.51337', '77.007362'
8511, '28.501365', '77.010746'
8512, '28.53268', '77.018094'
8513, '28.509518516781', '76.988676053722'
8514, '28.484795', '76.999036'
8515, '28.482289', '76.991786'
8516, '28.507656', '77.003368'
8517, '28.479276836122', '76.976094508889'
8518, '28.508362', '77.035'
8519, '28.508362', '77.035'
8520, '28.511442', '77.03765'
8521, '28.511442', '77.03765'
8522, '28.5129305', '77.037736'
8523, '28.5129305', '77.037736'
8524, '28.512117', '77.04042'
8525, '28.5129305', '77.037736'
8526, '28.508938', '77.03645'
8527, '28.5129305', '77.037736'
8528, '28.512117', '77.04042'
8529, '28.5129305', '77.037736'
8530, '28.5129305', '77.037736'
8531, '28.4439713', '77.1111214'
8532, '28.4889627', '77.0866646'
8533, '28.465786', '77.083806'
8534, '28.4889627', '77.0866646'
8535, '28.465786', '77.083806'
8536, '28.4889627', '77.0866646'
8537, '28.5129305', '77.037736'
8538, '28.478103', '77.080502'
8539, '28.5129305', '77.037736'
8540, '28.4085198', '76.9369384'
8541, '28.4085198', '76.9369384'
8542, '28.392138', '77.033757'
8543, '28.283876', '77.068298'
8544, '28.35927', '76.971745'
8545, '28.428375', '77.104873'
8546, '28.4247815', '77.0325712'
8547, '28.3889069', '76.9513279'
8548, '28.399559', '77.061027'
8549, '28.397175', '76.935532'
8550, '28.406885', '76.930127'
8551, '28.4247815', '77.0325712'
8552, '28.388195', '77.065921'
8553, '28.39583', '76.96267'
8554, '28.418866', '77.060483'
8555, '28.406885', '76.930127'
8556, '28.406885', '76.930127'
8557, '28.397175', '76.935532'
8558, '28.4234414', '77.0765927'
8559, '28.39098', '77.08761'
8560, '28.399273', '77.070425'
8561, '28.409433', '77.105276'
8562, '28.4090849', '77.1014979'
8563, '28.411794', '77.06903'
8564, '28.4720403', '77.105551'
8565, '28.478236', '77.105306'
8566, '28.465786', '77.083806'
8567, '28.466154', '77.077396'
8568, '28.42706', '77.0603'
8569, '28.4160426', '77.0593246'
8570, '28.4754909', '77.1032095'
8571, '28.4754909', '77.1032095'
8572, '28.249352', '77.067276'
8573, '28.44838', '77.09633'
8574, '28.491169', '77.091415'
8575, '28.4889627', '77.0866646'
8576, '28.4889627', '77.0866646'
8577, '28.4889627', '77.0866646'
8578, '28.4439713', '77.1111214'
8579, '28.276076', '77.056507'
8580, '28.4754909', '77.1032095'
8581, '28.466154', '77.077396'
8582, '28.4153994', '77.037736'
8583, '28.422656', '77.045656'
8584, '28.4754909', '77.1032095'
8585, '28.4572434', '77.0782527'
8586, '28.441588', '77.079763'
8587, '28.4153994', '77.037736'
8588, '28.4572434', '77.0782527'
8589, '28.4056704', '77.070837'
8590, '28.466154', '77.077396'
8591, '28.249352', '77.067276'
8592, '28.4165659', '76.9311761'
8593, '28.4754909', '77.1032095'
8594, '28.460089', '77.066245'
8595, '28.409324', '77.045716'
8596, '28.249352', '77.067276'
8597, '28.249352', '77.067276'
8598, '28.466154', '77.077396'
8599, '28.4572434', '77.0782527'
8600, '28.4754909', '77.1032095'
8601, '28.4754909', '77.1032095'
8602, '28.4754909', '77.1032095'
8603, '28.4754909', '77.1032095'
8604, '28.465786', '77.083806'
8605, '28.4548972', '77.1053673'
8606, '28.47805', '77.074159'
8607, '28.478103', '77.080502'
8608, '28.42049', '77.06328'
8609, '28.249352', '77.067276'
8610, '28.249352', '77.067276'
8611, '28.3976038', '76.9427006'
8612, '28.4572434', '77.0782527'
8613, '28.4746998452395', '77.089705841049'
8614, '28.42049', '77.06328'
8615, '28.4754909', '77.1032095'
8616, '28.382146', '77.055471'
8617, '28.466154', '77.077396'
8618, '28.454279', '77.085314'
8619, '28.4889627', '77.0866646'
8620, '28.4094527', '77.095297'
8621, '28.452895', '77.095738'
8622, '28.4754909', '77.1032095'
8623, '28.401137', '77.064929'
8624, '28.39988', '77.09654'
8625, '28.276076', '77.056507'
8626, '28.249352', '77.067276'
8627, '28.401137', '77.064929'
8628, '28.4754909', '77.1032095'
8629, '28.4754909', '77.1032095'
8630, '28.44673', '77.09355'
8631, '28.4754909', '77.1032095'
8632, '28.478103', '77.080502'
8633, '28.466154', '77.077396'
8634, '28.4754909', '77.1032095'
8635, '28.4754909', '77.1032095'
8636, '28.276076', '77.056507'
8637, '28.465403', '77.084345'
8638, '28.4354721', '77.0823482'
8639, '28.409463', '77.108186'
8640, '28.454279', '77.085314'
8641, '28.42049', '77.06328'
8642, '28.443185', '77.108897'
8643, '28.4090849', '77.1014979'
8644, '28.484795', '76.999036'
8645, '28.424228', '77.069818'
8646, '28.4142756', '77.0581408'
8647, '28.484795', '76.999036'
8648, '28.4153328', '77.0587089'
8649, '28.484795', '76.999036'
8650, '28.484795', '76.999036'
8651, '28.404158', '77.099979'
8652, '28.4094527', '77.095297'
8653, '28.4094527', '77.095297'
8654, '28.444091', '76.967096'
8655, '28.377498', '77.042358'
8656, '28.42049', '77.06328'
8657, '28.4145671', '77.0290995'
8658, '28.444091', '76.967096'
8659, '28.4090849', '77.1014979'
8660, '28.484814', '77.080853'
8661, '28.416679', '76.902677'
8662, '28.399559', '77.061027'
8663, '28.386048', '77.0607637'
8664, '28.4459126', '77.0965122'
8665, '28.409748', '76.953903'
8666, '28.42049', '77.06328'
8667, '28.401137', '77.064929'
8668, '28.4153029', '77.0586658'
8669, '28.3757355', '77.0432346'
8670, '28.4050911', '77.1096829'
8671, '28.386048', '77.0607637'
8672, '28.42049', '77.06328'
8673, '28.508602', '77.002116'
8674, '28.532594', '77.020297'
8675, '28.519268', '77.027259'
8676, '28.514725', '76.973355'
8677, '28.465786', '77.083806'
8678, '28.44673', '77.09355'
8679, '28.465786', '77.083806'
8680, '28.401137', '77.064929'
8681, '28.409433', '77.105276'
8682, '28.4934896', '77.1039288'
8683, '28.4934896', '77.1039288'
8684, '28.4889627', '77.0866646'
8685, '28.447417', '77.092289'
8686, '28.503241', '77.098734'
8687, '28.4252343', '77.0807607'
8688, '28.4889627', '77.0866646'
8689, '28.4754909', '77.1032095'
8690, '28.4754909', '77.1032095'
8691, '28.4754909', '77.1032095'
8692, '28.39661', '76.97283'
8693, '28.4754909', '77.1032095'
8694, '28.4754909', '77.1032095'
8695, '28.486571', '77.086073'
8696, '28.4754909', '77.1032095'
8697, '28.4754909', '77.1032095'
8698, '28.4889627', '77.0866646'
8699, '28.444091', '76.967096'
8700, '28.47805', '77.074159'
8701, '28.4234414', '77.0765927'
8702, '28.4234414', '77.0765927'
8703, '28.419485', '77.081474'
8704, '28.404158', '77.099979'
8705, '28.464776', '77.100449'
8706, '28.4754909', '77.1032095'
8707, '28.4876667', '77.0881034'
8708, '28.2909549', '76.9674399'
8709, '28.4236413', '77.0854142'
8710, '28.498792', '77.022719'
8711, '28.364233', '76.981995'
8712, '28.364233', '76.981995'
8713, '28.391713', '77.077605'
8714, '28.4889627', '77.0866646'
8715, '28.4889627', '77.0866646'
8716, '28.4876667', '77.0881034'
8717, '28.408131', '76.964322'
8718, '28.457949', '77.076294'
8719, '28.40054', '77.051713'
8720, '28.412644', '77.088217'
8721, '28.400046', '77.054728'
8722, '28.395494', '76.9756004'
8723, '28.45904', '77.087164'
8724, '28.498792', '77.022719'
8725, '28.4754909', '77.1032095'
8726, '28.465786', '77.083806'
8727, '28.422656', '77.045656'
8728, '28.422656', '77.045656'
8729, '28.428927', '77.04329'
8730, '28.430325', '77.073019'
8731, '28.466154', '77.077396'
8732, '28.4754909', '77.1032095'
8733, '28.4711771298619', '76.9982711566823'
8734, '28.4889627', '77.0866646'
8735, '28.4754909', '77.1032095'
8736, '28.3982709', '77.053568'
8737, '28.2909002', '76.9723698'
8738, '28.44089', '77.10067'
8739, '28.465786', '77.083806'
8740, '28.465786', '77.083806'
8741, '28.4934896', '77.1039288'
8742, '28.4934896', '77.1039288'
8743, '28.4889627', '77.0866646'
8744, '28.4889627', '77.0866646'
8745, '28.4889627', '77.0866646'
8746, '28.4889627', '77.0866646'
8747, '28.4889627', '77.0866646'
8748, '28.4889627', '77.0866646'
8749, '28.4889627', '77.0866646'
8750, '28.4889627', '77.0866646'
8751, '28.4889627', '77.0866646'
8752, '28.4889627', '77.0866646'
8753, '28.4889627', '77.0866646'
8754, '28.4889627', '77.0866646'
8755, '28.4754909', '77.1032095'
8756, '28.4889627', '77.0866646'
8757, '28.4889627', '77.0866646'
8758, '28.4889627', '77.0866646'
8759, '28.4754909', '77.1032095'
8760, '28.4754909', '77.1032095'
8761, '28.4754909', '77.1032095'
8762, '28.4234414', '77.0765927'
8763, '28.4754909', '77.1032095'
8764, '28.4754909', '77.1032095'
8765, '28.4889627', '77.0866646'
8766, '28.4754909', '77.1032095'
8767, '28.4754909', '77.1032095'
8768, '28.4234414', '77.0765927'
8769, '28.4754909', '77.1032095'
8770, '28.4754909', '77.1032095'
8771, '28.4754909', '77.1032095'
8772, '28.4754909', '77.1032095'
8773, '28.4754909', '77.1032095'
8774, '28.290528', '76.965795'
8775, '28.4754909', '77.1032095'
8776, '28.29077', '76.965757'
8777, '28.29077', '76.965757'
8778, '28.29077', '76.965757'
8779, '28.290528', '76.965795'
8780, '28.4754909', '77.1032095'
8781, '28.290528', '76.965795'
8782, '28.290528', '76.965795'
8783, '28.290528', '76.965795'
8784, '28.290528', '76.965795'
8785, '28.29077', '76.965757'
8786, '28.29077', '76.965757'
8787, '28.4889627', '77.0866646'
8788, '28.42093', '77.08117'
8789, '28.2905817', '76.9643017'
8790, '28.290528', '76.965795'
8791, '28.401575', '77.10647'
8792, '28.41933', '77.0882'
8793, '28.40951', '77.033576'
8794, '28.4711771298619', '76.9982711566823'
8795, '28.377498', '77.042358'
8796, '28.4632438', '77.0132643'
8797, '28.4621304', '77.0017465'
8798, '28.5117291', '77.0550072'
8799, '28.5117291', '77.0550072'
8800, '28.398753', '77.072105'
8801, '28.468927', '76.997421'
8802, '28.468927', '76.997421'
8803, '28.4621304', '77.0017465'
8804, '28.40614', '77.06529'
8805, '28.40356', '77.085012'
8806, '28.5117291', '77.0550072'
8807, '28.445812', '77.096879'
8808, '28.5117291', '77.0550072'
8809, '28.404158', '77.099979'
8810, '28.4741603', '77.0075055'
8811, '28.431972', '77.110313'
8812, '28.4621304', '77.0017465'
8813, '28.409463', '77.108186'
8814, '28.449416', '77.041152'
8815, '28.449416', '77.041152'
8816, '28.449416', '77.041152'
8818, '28.389679', '77.059355'
8820, '28.4621304', '77.0017465'
8821, '28.4741603', '77.0075055'
8822, '28.411939299611', '76.943580409451'
8823, '28.4876667', '77.0881034'
8824, '28.395651', '77.059336'
8825, '28.4065341', '76.9627918'
8826, '28.401778', '76.916426'
8827, '28.401778', '76.916426'
8828, '28.412695', '76.9174417'
8829, '28.412695', '76.9174417'
8830, '28.412695', '76.9174417'
8831, '28.412695', '76.9174417'
8832, '28.519268', '77.027259'
8833, '28.5117291', '77.0550072'
8834, '28.416575', '77.025941'
8835, '28.249352', '77.067276'
8836, '28.4164', '77.01262'
8837, '28.4164', '77.01262'
8838, '28.442709', '77.046631'
8839, '28.448805', '77.093635'
8840, '28.408225', '76.962987'
8841, '28.408225', '76.962987'
8842, '28.408225', '76.962987'
8843, '28.408225', '76.962987'
8844, '28.410307', '76.962527'
8845, '28.410307', '76.962527'
8846, '28.410307', '76.962527'
8847, '28.408225', '76.962987'
8848, '28.408225', '76.962987'
8849, '28.408225', '76.962987'
8850, '28.410307', '76.962527'
8851, '28.408225', '76.962987'
8852, '28.410307', '76.962527'
8853, '28.4050212', '77.0469468'
8854, '28.44684967862', '77.10207066169'
8855, '28.458598', '77.108078'
8856, '28.399559', '77.061027'
8857, '28.40356', '77.085012'
8858, '28.410307', '76.962527'
8859, '28.408225', '76.962987'
8860, '28.449548', '77.101515'
8861, '28.40356', '77.085012'
8862, '28.45919', '77.10224'
8863, '28.614513', '77.073'
8864, '28.410307', '76.962527'
8865, '28.485825', '77.08623'
8866, '28.443185', '77.108897'
8867, '28.519268', '77.027259'
8868, '28.443185', '77.108897'
8869, '28.448805', '77.093635'
8870, '28.449548', '77.101515'
8871, '28.44684967862', '77.10207066169'
8872, '28.444951', '77.111544'
8873, '0.0', '0.0'
8874, '28.45919', '77.10224'
8875, '28.44684967862', '77.10207066169'
8876, '28.50259', '77.100084'
8877, '28.412644', '77.088217'
8878, '28.45382', '77.09956'
8879, '28.429564', '77.142776'
8880, '28.45382', '77.09956'
8881, '28.399559', '77.061027'
8882, '28.436071', '77.104623'
8883, '28.449548', '77.101515'
8884, '28.458598', '77.108078'
8885, '28.444951', '77.111544'
8886, '28.44673', '77.09355000000005'
8887, '28.45919', '77.10224'
8888, '28.44684967862', '77.10207066169'
8889, '28.451507', '77.09427'
8890, '28.452895', '77.095738'
8891, '28.389679', '77.059355'
8892, '28.443185', '77.108897'
8893, '28.444951', '77.111544'
8894, '28.4320243', '76.9859591'
8895, '28.444951', '77.111544'
8896, '28.454279', '77.085314'
8897, '28.458598', '77.108078'
8898, '28.516117', '76.999664'
8899, '28.514331', '76.996867'
8900, '28.4934896', '77.1039288'
8901, '28.460089', '77.066245'
8902, '28.401406', '77.050549'
8903, '28.40054', '77.051713'
8904, '28.386101', '77.070028'
8905, '28.401406', '77.050549'
8906, '28.401406', '77.050549'
8907, '28.393974', '76.99555'
8908, '28.393974', '76.99555'
8909, '28.393974', '76.99555'
8910, '28.393622', '77.035359'
8911, '28.395494', '76.9756004'
8912, '28.44684967862', '77.10207066169'
8913, '28.4383596', '77.1062709'
8914, '28.444951', '77.111544'
8915, '28.436071', '77.104623'
8916, '28.436071', '77.104623'
8917, '28.460089', '77.066245'
8918, '28.466586', '77.087008'
8919, '28.4153994', '77.037736'
8920, '28.393607', '77.060662'
8921, '28.4572434', '77.0782527'
8922, '28.460089', '77.066245'
8923, '28.4107213', '77.0465652'
8924, '28.41933', '77.0882'
8925, '28.400046', '77.054728'
8926, '28.4754909', '77.1032095'
8927, '28.386101', '77.070028'
8928, '28.4889627', '77.0866646'
8929, '28.3866865', '76.9484624'
8930, '28.382196', '77.020381'
8931, '28.355192184448', '76.974098205566'
8932, '28.41036', '76.92754'
8933, '28.4091958', '77.0478112'
8934, '28.504246', '77.068649'
8935, '28.450105', '77.032728'
8936, '28.3676945', '76.981694'
8937, '28.414994', '76.977761'
8938, '77.02664', '28.4595'
8939, '28.404822', '76.929875'
8940, '28.404822', '76.929875'
8941, '28.4680842156134', '77.01014'
8942, '28.395494', '76.9756004'
8943, '28.4153994', '77.037736'
8944, '28.39686', '76.96909'
8945, '28.390392', '76.96934'
8946, '28.407639', '76.937282'
8947, '28.4791609', '77.0593246'
8948, '28.4067756', '77.0823482'
8949, '28.420457', '77.038483'
8950, '28.28013', '77.06696'
8951, '28.404822', '76.929875'
8952, '28.387953', '77.06271'
8953, '28.392138', '77.033757'
8954, '28.387957', '77.062645'
8955, '28.387487', '77.062256'
8956, '28.2561659', '77.0697238'
8957, '28.44164', '77.0667'
8958, '28.460089', '77.066245'
8959, '28.4754909', '77.1032095'
8960, '28.355192184448', '76.974098205566'
8961, '28.392613', '76.96778'
8962, '28.511146', '76.985175'
8963, '28.4234414', '77.0765927'
8964, '28.474861', '76.976292'
8965, '28.481127', '76.973756'
8966, '28.39686', '76.96909'
8968, '28.266652', '77.064904'
8969, '28.3849411', '77.0492504'
8970, '28.5234609', '77.0269545'
8971, '28.418353', '77.053084'
8972, '28.3921956', '77.089802'
8973, '28.42631', '77.03906'
8974, '28.399772', '76.968991'
8975, '28.469269', '76.971396'
8976, '28.3993997', '76.9703234'
8978, '28.386048', '77.0607637'
8979, '28.44673', '77.09355'
8980, '28.42631', '77.03906'
8981, '28.422656', '77.045656'
8982, '28.4266134', '77.0545575'
8983, '28.454279', '77.085314'
8984, '28.4439933', '77.06652'
8985, '28.4489007', '77.0578855'
8986, '28.460089', '77.066245'
8987, '28.466154', '77.077396'
8988, '28.5129305', '77.037736'
8989, '28.4357613', '77.0406147'
8990, '28.4094527', '77.095297'
8991, '28.42213', '76.94414'
8992, '28.4423313', '77.0492504'
8993, '28.2561659', '77.0697238'
8994, '28.511276', '77.03864'
8995, '28.455037', '77.002745'
8996, '28.4489007', '77.0578855'
8997, '28.409021', '77.054554'
8998, '28.4234414', '77.0765927'
8999, '28.4489007', '77.0578855'
9000, '28.4345552', '77.0578855'
9001, '28.4357613', '77.0406147'
9002, '28.288317', '77.066043'
9003, '28.286932', '77.069609'
9004, '28.288317', '77.066043'
9005, '28.288317', '77.066043'
9006, '28.283817', '77.077636'
9007, '28.420457', '77.038483'
9008, '28.420457', '77.038483'
9009, '28.420457', '77.038483'
9010, '28.412644', '77.088217'
9011, '28.4373379', '76.9440586'
9012, '28.288317', '77.066043'
9013, '28.279509', '77.06703'
9014, '28.279509', '77.06703'
9015, '28.266652', '77.064904'
9016, '28.266652', '77.064904'
9017, '28.266652', '77.064904'
9018, '28.286932', '77.069609'
9019, '28.41201', '77.09085'
9020, '28.510437', '77.04571'
9021, '28.510437', '77.04571'
9022, '28.510437', '77.04571'
9023, '28.510437', '77.04571'
9024, '28.50688', '77.06739'
9025, '28.4754909', '77.1032095'
9026, '28.39661', '76.97283'
9027, '28.3935416', '76.9599852'
9028, '28.489563', '77.087681'
9029, '28.450847', '77.08001'
9030, '28.510599', '76.98856'
9031, '28.417025', '76.909653'
9032, '28.399772', '76.968991'
9033, '28.409748', '76.953903'
9034, '28.516331087497', '76.995685046165'
9035, '28.499693', '76.999962'
9036, '28.386254', '76.966492'
9037, '28.405391', '76.952235'
9038, '28.405391', '76.952235'
9039, '28.405391', '76.952235'
9040, '28.405391', '76.952235'
9041, '28.401137', '77.064929'
9042, '28.397528', '77.022335'
9043, '28.397528', '77.022335'
9044, '28.397528', '77.022335'
9045, '28.40185', '77.061015'
9046, '28.40356', '77.085012'
9047, '28.412502', '77.113072'
9048, '28.45919', '77.10224'
9049, '28.446393', '76.9681309'
9050, '28.3699015', '76.9622501'
9051, '28.3699015', '76.9622501'
9052, '28.35927', '76.971745'
9053, '28.35927', '76.971745'
9054, '28.35927', '76.971745'
9055, '28.35927', '76.971745'
9056, '28.35927', '76.971745'
9057, '28.383485', '76.979604'
9058, '28.3699015', '76.9622501'
9059, '28.3699015', '76.9622501'
9060, '28.3699015', '76.9622501'
9061, '28.486397', '77.10277'
9062, '28.425675', '77.043508'
9063, '28.425675', '77.043508'
9064, '28.412173', '77.0361'
9065, '28.47038', '77.07443'
9066, '28.464521', '77.0843'
9067, '28.420877', '77.09056'
9068, '28.420887', '77.090546'
9069, '28.486414', '77.08778'
9070, '28.47003', '77.07542'
9071, '28.47003', '77.07542'
9072, '28.417831', '77.052274'
9073, '28.418743', '77.05675'
9074, '28.464151', '77.05875'
9075, '28.442663', '77.05756'
9076, '28.424305', '77.061575'
9077, '28.42775', '77.05034'
9078, '28.424305', '77.061575'
9079, '28.381418', '77.064078'
9080, '28.382146', '77.055471'
9081, '28.4320243', '76.9859591'
9082, '28.419146', '77.05802'
9083, '28.412289', '77.0582578'
9084, '28.417831', '77.052274'
9085, '28.422656', '77.045656'
9086, '28.42443', '77.04849'
9087, '28.45205', '77.063095'
9088, '28.382146', '77.055471'
9089, '28.4256506', '77.099613'
9090, '28.48767', '77.088104'
9091, '28.386574', '77.06113'
9092, '28.489273', '77.08534'
9093, '28.418353', '77.053084'
9094, '28.422656', '77.045656'
9095, '28.4386649', '77.1128296'
9096, '28.4251808', '77.1096829'
9097, '28.417831', '77.052274'
9098, '28.475639', '77.0823482'
9099, '28.409324', '77.045716'
9100, '28.418353', '77.053084'
9101, '28.478103', '77.080502'
9102, '28.4320243', '76.9859591'
9103, '28.482289', '76.991786'
9104, '28.482289', '76.991786'
9105, '28.482289', '76.991786'
9106, '28.4251808', '77.1096829'
9107, '28.420896', '77.078727'
9108, '28.409065', '77.059642'
9109, '28.479276836122', '76.976094508889'
9110, '28.479276836122', '76.976094508889'
9111, '28.484795', '76.999036'
9112, '28.484795', '76.999036'
9113, '28.484795', '76.999036'
9114, '28.484795', '76.999036'
9115, '28.416234', '77.042805'
